시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
파주시,관리처분,재개발,율목지구,경기도 파주시 금촌동341,54033.000,1975,187,304,304,,,,,1213.00,203,949,61,203,124,462,566,,,1010,61,,,180%,,282,199,조합,2018,2022,,,20080922,20080922,20180511,20081215,,,20091030,20180724,20200327,,,,,,031-940-4775,
평택시,예정구역,재건축,합정1,경기도 평택시 합정동 829,59695.000,1992,23,1164,,1164,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4172,
평택시,준공,주거환경개선,세교지구,경기도 평택시 평택시 세교동 123,17261.000,1960~1980,68,85,85,,,,,,,,,,,,,,,,,,,180%,,78,,市,2006,2016,,,,20151207,,,,,,20080625,,20100809,,20160617,,,031-8024-4136,
평택시,준공,주거환경개선,지산지구,경기도 평택시 평택시 지산동 692,30613.000,1960~1980,106,148,148,,,,,,,,,,,,,,,,,,,180%,,113,,市,2006,2014,,,,,,,,,,20080625,,20110220,,20141218,,,031-8024-4136,
평택시,준공,재건축,서정주공2,경기도 평택시 서정동 13,40540.000,1985,15,450,,450,,,,718.00,444,274,,718,,56,340,268,54,,,,,80%,220%,460,460,조합,2007,2009,,,,,,20030520,20030306,20030430,,20060424,20061027,20070424,20070508,20090629,20090709,,031-8024-4174,
평택시,준공,재건축,서정주공1,경기도 평택시 서정동 241,43221.000,1985,21,582,,582,,,,828.00,570,258,,828,,72,373,301,82,,,,,80%,230%,595,594,조합,2007,2009,,,,,,20030623,20030520,20030612,,20060321,20061027,20070806,20070823,20100129,20100520,,031-8024-4174,
평택시,준공,재건축,비전주공2,경기도 평택시 비전동 143,42325.000,1987,22,810,,810,,,,903.00,725,178,,903,,208,466,229,,,,,,104%,215%,799,799,조합,2007,2009,,,,20060320,,20031224,20030428,20030602,,20060323,20060928,20070518,20070525,20091116,20100121,,031-8024-4172,
평택시,준공,재건축,비전주공1,경기도 평택시 비전동 488,30157.000,1985,13,450,,450,,,,553.00,145,408,,553,,23,296,234,,,,,,80%,230%,418,417,조합,2007,2009,,,,20060116,,20030531,20030306,20030430,,20060123,20061027,20070319,,20110127,20110822,,031-8024-4172,
평택시,준공,주거환경개선,두정지구,경기도 평택시 팽성읍 두정리 45-2,63029.000,,79,,,,,,,,,,,,,,,,,,,,,,100%,,,市,2014,2020,,,,,,,,,,20160229,,20170629,,20201231,,,031-8024-4136,
평택시,준공,재건축,서정연립,경기도 평택시 서정동 780,56888.000,1986,25,420,,420,,,,1105.00,407,698,,1107,,254,853,,,,,,,50%,228%,399,399,조합,2012,2024,,,,20150203,,20130502,20091118,20100916,,20180703,20200207,20210917,20211216,20240902,20241127,,031-8024-4174,
평택시,착공,재건축,합정주공,경기도 평택시 합정동 835,75646.000,1989~1990,33,1374,784,590,,,,1918.00,1241,677,,1918,,665,1177,68,8,,,,,104%,299%,1325,1282,조합,2015,2027,,,,20201203,,20180321,,20160817,,20210629,20220506,20240624,,,,,031-8024-4172,
평택시,관리처분,재개발,세교1구역,경기도 평택시 세교동 202-5,68593.000,1962-2005,146,453,453,,,,,1573.00,249,14,1310,263,,132,131,,,1310,80,1051,179,250%,297%,434,249,조합,2008,2028,,,,,,20081021,,,,20100719,20150910,,,,,,031-8024-4132,
평택시,관리처분,재건축,송원.현대연립,경기도 평택시 독곡동 359-5,15622.000,1985,10,156,,156,,,,259.00,116,143,,259,,,259,,,,,,,57%,220%,153,113,조합,2011,2030,,,,,,20030626,20030520,20030612,,20110923,20191202,,,,,,031-8024-4146,
평택시,예정구역,재개발,통복1,경기도 평택시 통복동 35-3,43188.000,1952~2016,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4132,
평택시,예정구역,재건축,독곡1,경기도 평택시 독곡동 464,32170.000,1992,8,483,,,,243,240,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산1,경기도 평택시 지산동 1029,19666.000,1992,11,360,,90,270,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산2,경기도 평택시 지산동 1089,8882.000,1992,3,299,,,299,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산3,경기도 평택시 지산동 1028,11750.000,1991,2,300,,,300,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산5,경기도 평택시 지산동 1095,24555.000,1992,14,414,,,210,204,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정1,경기도 평택시 서정동 793,27152.000,1989,11,520,,,520,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정2,경기도 평택시 서정동 794,19330.000,1987,12,420,,,420,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정3,경기도 평택시 서정동 909-1,22270.000,1988,10,380,7,373,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,이충1,경기도 평택시 이충동 478,27173.000,1990,13,490,,490,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,이충2,경기도 평택시 이충동 381,58242.000,1993,14,1266,,,,1146,120,,,,,,,,,,,,,,,,250%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,동삭1,경기도 평택시 동삭동 340-6,27930.000,1992,7,612,,,78,534,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4172,
평택시,예정구역,재건축,남산1,경기도 평택시 팽성읍 남산리 산76-9,11310.000,1997,5,90,,,,90,,,,,,,,,,,,,,,,,180%/250%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4172,
평택시,예정구역,주거환경개선,송탄-01,경기도 평택시 신장동 624-22,53185.000,1967~2016,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-03,경기도 평택시 서정동 570-65,55457.000,1957~2018,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20231231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-04,경기도 평택시 신장동 267-292,64789.000,1966~2016,215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20231231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-05,경기도 평택시 서정동 873-29,67895.000,1976~2017,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-06,경기도 평택시 서정동 893-13,61461.000,1968~2008,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,팽성-01,경기도 평택시 팽성읍 송화리 50-15,50582.000,1972~2017,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20271231,,,,,,,,,,,,,,,031-8024-4136,
평택시,조합설립,재개발,평택1,경기도 평택시 평택동 76,33814.000,1952~2000,50,50,,14,15,21,,1757.00,270,1437,50,1707,,,1391,316,,50,50,,,900%,1300%,339,333,조합,2023,2030,20210604,20231231,,,,20250325,,,,,,,,,,,031-8024-4132,
평택시,예정구역,주거환경개선,송탄-02,경기도 평택시 신장동 280-46,40968.000,1963~2018,196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,20231231,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,재건축,지산4,경기도 평택시 지산동 1091,13170.000,1992,3,216,,,,216,,,,,,,,,,,,,,,,,200%/300%,,,,,,20210604,20281231,,,,,,,,,,,,,,,031-8024-4174,
하남시,정비구역,재개발,하남시청역 일원,경기도 하남시 신장동 446-18번지 일원,110415.000,1980~2000,465,465,,,465,,,2036.00,732,1196,108,1928,,5,968,955,,108,,91,17,200%,250%,752,,미정,2025,2030,,,20250701,20250701,,,,,,,,,,,,,031-790-5162,
하남시,준공,재개발,C구역,경기도 하남시 덕풍동 285-31번지 일대,49646.000,1985,219,1046,305,652,89,,,980.00,334,596,50,930,12,538,380,,,50,42,8,,230%,250%,343,267,조합,2010,2025,20081007,20100930,20081031,20100917,20141027,20121231,,,,20160401,20180730,20210812,20210923,20240328,20241203,,031-790-5737,
화성시,예정구역,재개발,정남09,경기도 화성시 괘랑리 1163-22,11807.000,1970~1990,,94,,94,,,,,,,,,,,,,,,,,,180%,220%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,사업시행,재건축,화산주택,경기도 화성시 송산동 97-15,17339.000,1987,7,198,,,135,63,,350.00,350,,,350,,60,268,22,,,,,,102%,240%,215,205,조합,2013,,,,,20230324,,20240906,,20121026,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,안녕1-1,경기도 화성시 안녕동 46-4,74400.000,1970~1990,,546,,546,,,,,,,,,,,,,,,,,,180~230%,220~270%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,조합설립,재건축,신현대2차아파트,경기도 화성시 송산동 97-2,11749.000,1992,,282,282,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,조합설립,재건축,신현대아파트,경기도 화성시 송산동 97-129,9501.000,1991,,264,264,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재건축,화남아파트,경기도 화성시 진안동 506,10422.000,1990,,415,415,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남01,경기도 화성시 상신리 623,26558.000,1970~1990,,128,,128,,,,,,,,,,,,,,,,,,180~200%,220~250%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,송산01,경기도 화성시 사강리 590,30275.000,1970~1990,,147,,147,,,,,,,,,,,,,,,,,,180~200%,220~250%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,매송03,경기도 화성시 원평리 77-15,24506.000,1970~1990,,74,,74,,,,,,,,,,,,,,,,,,180%,220%,,,,,,20220304,20241231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,매송02,경기도 화성시 천천리 204-1,66163.000,1970~1990,,258,,258,,,,,,,,,,,,,,,,,,180%,220%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,매송01,경기도 화성시 어천리 469,32090.000,1970~1990,,161,,161,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,20220304,20241231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,우정2-1,경기도 화성시 조암리 270-38,35944.000,1970~1990,,264,,264,,,,,,,,,,,,,,,,,,230~500%,270~800%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,봉담1-2,경기도 화성시 수영리 649-3,41771.000,1970~1990,,194,,194,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,진안1-2,경기도 화성시 진안동 524-7,11738.000,1970~1990,,42,,42,,,,,,,,,,,,,,,,,,180%,220%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남2-3,경기도 화성시 발안리133-2,14726.000,1970~1990,,135,,135,,,,,,,,,,,,,,,,,,230~500%,270~800%,,,,,,20220304,20301231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,안녕03,경기도 화성시 송산동 142-3,82958.000,1970~1990,,439,,439,,,,,,,,,,,,,,,,,,180~200%,220~250%,,,,,,20220304,20241231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,화산01,경기도 화성시 송산동 135-8,22374.000,1970~1990,,142,,142,,,,,,,,,,,,,,,,,,180%,220%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남02,경기도 화성시 평리 96-6,22976.000,1970~1990,,154,,154,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,20220304,20271231,,,,,,,,,,,,,,,031-5189-3237,

